cabin,content,date,destination,rating,route,title 
Economy,"
Air Canada is pretty good overall . They could use some more legroom and better seating. Other than that no complaints about customer service.
","Reviewed 31 October 2016
",Vancouver - Las Vegas,ui_bubble_rating bubble_40,USA,Best overall
Business Class,"
I have taken the flight AC031 from Delhi to Toronto on October 22. I was amazed at the choice of vegetarian meals offered to passengers. In a 14 hours flight the catering service department should be out of their mind to offer meals with chickpeas and beans
while there are many vegetarian dishes with cheese (paneer) , Okra, Spinach that...
","Reviewed 31 October 2016
",New Delhi - Toronto,ui_bubble_rating bubble_40,International,Learn about vegetarian dishes before you serve them on the plane
Economy,"
I live in Buffalo. If I want to travel internationally, Toronto is my best option. Unfortunately that means I am often booked through Air Canada. Over the years they have managed to loose my ski boots and offer me a bologna sandwich as the only meal option on a night flight from Vancouver to Toronto. This year I have taken...
","Reviewed 31 October 2016
",Munich - Toronto,ui_bubble_rating bubble_10,International,Like being in steerage
Economy,"
The Air Canada flight we took was fine. We were on the airbus 330. The meal and drinks for the overnight flight was great. The entertainment was a bit boring but as a night flight we slept most of it. The banana bread before arrival is nice and the coffee is great. However, flew back from London on the 777....
","Reviewed 31 October 2016
",Toronto - Amsterdam,ui_bubble_rating bubble_40,International,"Good, for now."
Economy,"
We had paid for airfare through Viking Cruise Line and they always pick the cheapest and worst airlines. We flew Air Canada and it was the cheapest and worst airlines I've flown on in years. Cramp seating and the laziest cabin crew ever. Pay more and arrange your own airfare when taking a Viking Cruise.
In fact I would avoid...
","Reviewed 30 October 2016
",Amsterdam - Toronto,ui_bubble_rating bubble_10,International,Worst Service ever
Economy,"
Our flight was delayed 2 hours with no advance notice. Air Canada flight attendant on our plane told us it was incompetence. Then our bags along with 30 or 40 other passengers bags left in Aruba, as apparently the aircraft was too heavy. Sat on plane 45 minutes before takeoff. Waited 30 minutes at baggage area in Toronto before someone...
","Reviewed 30 October 2016
",Aruba - Toronto,ui_bubble_rating bubble_10,International,"Flight delayed, lost baggage"
Economy,"
Great smooth flight,super welcoming staff,helpful and attentive, comfortable clean seats,good eatable food
","Reviewed 30 October 2016
",Toronto - London,ui_bubble_rating bubble_40,International,Great flight
Economy,"
Having flown multiple airlines over the past 30 years for business and pleasure, my experiences with Air Canada have been among the worst, most frustrating encounters with any business, period, not just airlines. The flights are consistently late or cancelled (I've had many flights cancelled without any explanation) and they have lost my bags numerous times (3 of my last...
","Reviewed 30 October 2016
",Toronto - Hamilton,ui_bubble_rating bubble_10,Caribbean,Terrible customer service
Economy,"
My name was called when I was waiting for my next flight to Paris. I was given a seat in business class. I am not sure why, but it was absolutely amazing. I was treated royally, not that I wasn't in economy from Winnipeg to Toronto. Unfortunately there was a medical emergency before we arrived in Paris. Oh my gosh,...
","Reviewed 30 October 2016
",Winnipeg - Paris,ui_bubble_rating bubble_50,International,Wonderful Flight across the Ocean!!
Economy,"
Worst Service Ever (Pearson International). The fellow who took me from the plane in a wheel chair raced ahead leaving by husband rushing behind gasping for air with his puffer. Terrible individual.
","Reviewed 30 October 2016
",Munich - Toronto,ui_bubble_rating bubble_40,International,Handicap Service
Business Class,"
Airbus A330 Business Class pods need some work. There is no question the service is excellent, meals are pretty good, availability of wine choices and other beverages is excellent. This is a 9 hour red eye where you pre order breakfast before dinner is served. Past that the pod does stretch out so one can try sleeping. At 6' I...
","Reviewed 30 October 2016
",Montreal - Rome,ui_bubble_rating bubble_40,International,Executive Class travel to Europe
Economy,"
This is one airline when there is a flight delay there is no staff to really talk to and who knows anything. They also seriously overbook and their process when there is a delay is very chaotic.
Especially at La Guardia where AC has many scheduled flights per day it becomes very confusing and in the summer there are delays...
","Reviewed 29 October 2016
",New York City - Toronto,ui_bubble_rating bubble_20,Canada,An airline you cannot trust
Economy,"
This was my second return flight this month. I saw most of movies. they need new ones. some movies I saw month ago on another trip. I did not order any food.
Service was average. Maybe next trip I will order WIFI and surf the web.
","Reviewed 29 October 2016
",Vancouver - Ottawa,ui_bubble_rating bubble_30,Domestic,This was my second return flight in this month.
Economy,"
AC is usually our first choice and we have been receiving quality service consistently over the years
i sometimes feel there are more gate delays with AC but then again these seem to happen everywhere
AC staff is usually friendly and helpful and i have had good experiences during check in, even when traveling with sporting equipment AC has been...
","Reviewed 29 October 2016
",Vancouver - Los Angeles,ui_bubble_rating bubble_40,USA,Air Canada
Economy,"
Air Canada continues to disappoint. Delays of 2 full days over he last 2 trips taken on this airline, and making us sit at the gate for a full 16 hours without explanation. No compensation offered, no apology, heck we even saw them board 2 other flights London to Calgary before us. Not likely to ever book on this airline...
","Reviewed 29 October 2016
",London - Calgary,ui_bubble_rating bubble_10,International,Use other Carriers
Economy,"
Our flight was overbooked by a great deal so they had to get a larger aircraft to accommodate everyone and that made the flight late to depart. It was originally supposed to be a 15:50 departure time arriving in Toronto at 23:48. The pilot made up a little time which was helpful. One problem was the larger plane was packed...
","Reviewed 28 October 2016
",San Francisco - Toronto,ui_bubble_rating bubble_20,Canada,Really Disappointing
Business Class,"
The business class service to London is very good. The only complaint is with the design of the seats. Unlike most airlines, AC has chosen to go with individual cells. This makes it impossible to converse with your travelling companion. It also means a cramped seat. Most other airlines using the B 787 (for instance LOT) have opted for more...
","Reviewed 28 October 2016
",Toronto - London,ui_bubble_rating bubble_40,International,Daylight flight to London the way to go
Economy,"
Flight attendants were extremely rude. They acted as if all passengers flying from Asia knows nothing about airplane etiquette and their service was simply terrible. A 80 years old passenger who couldn't speak any English was flying alone and sitting beside me. The flight attendants had no intention to help that lady getting the meals she would like etc and...
","Reviewed 28 October 2016
",Hong Kong - Vancouver,ui_bubble_rating bubble_10,International,Worst service I have ever had
Economy,"
Flying from Charlotte, NC to Toronto, connecting to flight to London and reverse route coming back. Had to go thru security again in Toronto both times and fill in cards. A hassle. Found gate facilities very small and cramped - no room for all waiting passengers to sit so people spill out into the aisle and no room to pass....
","Reviewed 28 October 2016
",Charlotte - Toronto,ui_bubble_rating bubble_20,Canada,Poor Toronto airport experience
Economy,"
Nothing special or outstanding, just your average airline service, what you can expect and look for from any airline.
","Reviewed 28 October 2016
",London - Montreal,ui_bubble_rating bubble_30,International,Just another airline!
Business Class,"
First flight in Business Class with Air Canada from London Heathrow to Montreal. First noted was the ease at T2 and the great service in the Maple Lounge.
After take off we were served drinks and snacks that were topped up without waiting for the trolley to come around. Amazing service so far against BA who I normally fly with...
","Reviewed 28 October 2016
",London - Montreal,ui_bubble_rating bubble_50,International,10 out of 10 great experience
Economy,"
Movie service was good for me because there were several movies I want to see. So, I could not be boring on flight.
","Reviewed 28 October 2016
",Seoul - Ottawa,ui_bubble_rating bubble_30,International,Not bad
Business Class,"
Good flight. Great service. Dealt with customers in a very positive way to make their flight better for them
","Reviewed 27 October 2016
",Toronto - Vancouver,ui_bubble_rating bubble_40,Domestic,Air Canada service beats USA sirlines
Economy,"
I have taken this flight about five times and can say that it has always been one of my favorites. It is a comfortable flight - seating is good and they have a tv built into the back of the seats so you can watch movies, tv. etc. They give free drinks (even alcoholic drinks) on this flight which are...
","Reviewed 27 October 2016
",Halifax - London,ui_bubble_rating bubble_50,International,Comfortable flight
Economy,"
First time flying Air Canada and felt like I was flying in an old outdated plane. Passengers had to download an app in order to few ""in flight"" movies. Thankful there was at least a plug outlet to keep personal device charged since I was forced to use it if I want to watch movies.
","Reviewed 27 October 2016
",Toronto - Athens,ui_bubble_rating bubble_30,International,Needs upgrading
Economy,"
I flew this airline from Portland, OR to Athens, Greece; and then from Barcelona to Portland, OR again. I had read reviews that were not very complimentary, but I decided that people tend to write bad reviews more often than good, and I liked that his airline got me to my destination the quickest. I had a good experience on...
","Reviewed 27 October 2016
",Portland - Athens,ui_bubble_rating bubble_40,International,I had heard bad things....
Economy,"
this was my first trip home since 1991 and I went to visit my brother and sister in BC before moving on to Hawaii Waikiki
In the past I have used Air Canada but then Canadian Airways and Ward Air but this time I had no choice as Virgin do not fly there anymore,The flight was quick just over nine...
","Reviewed 27 October 2016
",London - Vancouver,ui_bubble_rating bubble_40,International,my first time home since 1991
Economy,"
Having read some less than favourable reviews of this airline we were a little concerned but the outward flight was good, made all the better by a cheerful and helpful cabin crew.
The return trip was the opposite - miserable (I dont want to be here) stewardesses and a sloppy meal service did not help our experience.
You can choose...
","Reviewed 27 October 2016
",London - Calgary,ui_bubble_rating bubble_30,International,You need a good flight crew
Premium Economy,"
I chose to fly premium economy as it was a long haul flight. What a waste of money. Even stranger, when I tried to upgrade to business for the flight home I was rudely told it was not possible as my fare was a cheaper fare. Seriously - there are different grades of premium economy?
Yes I got a wider...
","Reviewed 26 October 2016
",Vancouver - Sydney,ui_bubble_rating bubble_20,International,Poor Choice
Economy,"
We had an OK flight from Quebec City to Toronto - the first of 4 legs back to Wellington NZ. Ground crew at check in were amazing - shame about the grumpy and unhelpful cabin crew. The next leg from Toronto to LA was a nightmare. We were abused at the check in desk when trying to figure out the...
","Reviewed 26 October 2016
",Toronto - Los Angeles,ui_bubble_rating bubble_20,USA,Cabin crew nightmare
Economy,"
Cramped seating, I was lucky to have an empty seat beside mine, otherwise this flight would have been unbearable.
Uneatable food! May choice of pasta looked like mashed potato and tasted worse. I could not eat it. I would highly recommend to purchase your food ahead of time at the airport, or bring some from home.
Try another airline!
","Reviewed 26 October 2016
",Vancouver - London,ui_bubble_rating bubble_30,International,Not the best choice
Economy,"
My husband & I were separated the full length of the plane. I was given the worst seat on the plane. It was a window seat right in front off the toilet. It was so small that my right hip went numb & I am very tiny. A large stranger was seated beside me. My husband was seated at the...
","Reviewed 26 October 2016
",Vancouver - Nanaimo,ui_bubble_rating bubble_10,Domestic,Got The Worst Seat On The Plane & Was A Plane Length From My Husband
Economy,"
Customer service was great, they were very accommodating. Also, one flight attendant gave us food for free because we didn't have the correct currency.
","Reviewed 26 October 2016
",Toronto - Kingston,ui_bubble_rating bubble_40,Caribbean,Customer service was great
Economy,"
We received an average service, just received what we needed , no more. Flight attendants are not very warm, they just make their job in what they have to . Flights were always on time. The airport service from Ottawa to Toronto was complicated because there was to many people at that time of the morning , but everything finally...
","Reviewed 26 October 2016
",Bogota - Ottawa,ui_bubble_rating bubble_50,International,Good flight and on time allways
Premium Economy,"
Wow, where to start? How about the baggage transfer at Toronto ... really weird set up where you have to wait in a holding room until your name appears on a board before you can proceed to your gate. I waited 45 minutes before asking yet another agent what was going on. Apparently they photograph every bag as it is...
","Reviewed 26 October 2016
",Quebec - San Francisco,ui_bubble_rating bubble_10,USA,Avoid Avoid Avoid
Economy,"
This flight home was not as 'pleasant' as the flight out. We were seated in Row 32 with extra legroom behind a bulkhead wall against the window. That was a good location as we were close to washroom but had a wall to prevent people standing in aisle waiting to use washroom. The flight was rough and the crew kept...
","Reviewed 25 October 2016
",Sydney - Toronto,ui_bubble_rating bubble_30,International,Sydney to Toronto - some issues....
Economy,"
Took this flight from Toronto to Sydney. Flew Economy class all the way which is a little bit cramped even with the upgrade to extra leg room. Unfortunately we had to sit across an aisle from each other to get the leg room at the front of Economy in Row 18. We were delayed getting out of Toronto because plane...
","Reviewed 25 October 2016
",Toronto - Sydney,ui_bubble_rating bubble_40,International,YYZ to Sydney Australia
Premium Economy,"
This is the letter I sent to customer service regarding the Customer Service I received:
I missed my flight and called customer service to re-book. Spoke with Karla, Ki, 97692. She was kind, pleasant, professional and extremely helpful! She got me re-booked without incident. Her kind professional demeanor was very much appreciated during what initially was a very stressful situation...
","Reviewed 25 October 2016
",Baltimore - Toronto,ui_bubble_rating bubble_50,Canada,Customer Service That Made Me Smile!!
Economy,"
I've flown with Air Canada many times, twice overseas, and I just want to say I've never had any sort of problem with any parts of my trips. I'm fortunate to be able to say that still. I'm a loyal customer and will stay with Air Canada until a reason comes up for me to choose another airline.
","Reviewed 25 October 2016
",Regina - Joinville,ui_bubble_rating bubble_50,International,Never Had A Problem With Air Canada
Economy,"
Air Canada gets a lot of bad reviews but we have travelled a lot and consistently find AC to be among the best airlines in the world. Our flight from Heathrow to Calgary was no exception. On-time performance. 787 Dreamliner is a fantastic plane. The service was the usual Air Canada standard: efficient, correct, some flight attendants more chatty and...
","Reviewed 25 October 2016
",London - Calgary,ui_bubble_rating bubble_40,International,Good Solid Air Canada Standard
Business Class,"
Great service from check in to disembarkment. Plane was full but Business had open seats (was a weekend flight). Entertainment system has been recently upgraded and featured WiFi. Flight Attendants were pleasant and food selection was good.
","Reviewed 25 October 2016
",Vancouver - Mexico City,ui_bubble_rating bubble_50,Mexico,Great service all round
Premium Economy,"
I was not impressed with Air Canada at all. We paid extra for Premium Economy and it was not as generous as the Economy seating on Alaska Airlines. We wasted our money.
","Reviewed 25 October 2016
",Los Angeles - Montreal,ui_bubble_rating bubble_30,Canada,"Not a good flight, sorry Air Canada."
Economy,"
Group booking split up, breakfast joke slice of bread, entertainment rubbish, no answer to service button. If possible don't fly with them even makes Ryanair look good.
","Reviewed 25 October 2016
",Toronto - London,ui_bubble_rating bubble_10,International,Service
Business Class,"
Crew excellent in flight system not working as it should. Food as expected and a 14 flight better than expected.
","Reviewed 25 October 2016
",Toronto - Beijing,ui_bubble_rating bubble_20,International,minor issues
Economy,"
Had a misfortune to book air canada to fly from London to the states - the plane was ok but the economy class' crew was a banch of old women who were sitting most of the time chatting at the back and couldn't have been asked to be helpful. I'm 5'1 and asked for help to put my carry on...
","Reviewed 25 October 2016
",London - Toronto,ui_bubble_rating bubble_10,International,The crew should have been long retired!
Economy,"
How can a flight that originates in Vancouver be delayed half an hour when the plane was sitting on the tarmac for several hours previously? Unfortunately, delayed flights are the norm for AC. Flight attendants grudgingly dole out ""service"". I get that it's a boring job and some of the customers are jerks, but if you don't like your job...
","Reviewed 25 October 2016
",Vancouver - Toronto,ui_bubble_rating bubble_30,Domestic,"Usual delays, mediocre service"
Economy,"
This was my first experience of Air Canada and although it was a good flight, I found the overall experience rather average. The check-in process was via the self-service kiosk. The cabin crew were attentive and the in-flight service was satisfactory. The flight was on time and there were no delays in disembarking from the flight.
","Reviewed 25 October 2016
",Toronto - Calgary,ui_bubble_rating bubble_30,Domestic,Average service
Economy,"
Our flight back from Mykonos to Los Angeles was delayed due to computer break down. which started the nightmare. The staff at Athen's airport were re-routing passengers.We needed up getting to Toronto late at night then they were going to fly us to Calgary to take the plane back to Los Angeles. The only person that turn the situation around...
","Reviewed 24 October 2016
",Mykonos - Los Angeles,ui_bubble_rating bubble_10,International,Flight delay nightmare!
Economy,"
My wife was released from major surgery and four flight home was the next day. We requested boarding assistance from Air Canada (golf cart from security to the departure gate). There is no way my wife could have walked this distance. We got thru security 70 minutes before the departure time. We watched numerous Air Canada carts go by and...
","Reviewed 24 October 2016
",Vancouver - Smithers,ui_bubble_rating bubble_10,Domestic,Credence to the Air Canada jokes
Premium Economy,"
Check in was good, used kiosk. Flight was on time and actually arrived early. cabin crew was friendly. All in all a good experience.
","Reviewed 24 October 2016
",Vancouver - Las Vegas,ui_bubble_rating bubble_40,USA,"Great flight, service ok."
Economy,"
Flight was to leave at 5:30 AM and we boarded our flight but within 15 minutes were asked to disembark as they had a problem.
Had to have maintenance crew come in from Halifax which wouldn't be here until 9:30 to look at plane. Pilot coming off duty stated it was his 3rd flight cancelled because of maintenance issues.
Never...
","Reviewed 23 October 2016
",Sydney - Toronto,ui_bubble_rating bubble_10,Domestic,Captain Obious Review for Air Canada
Economy,"
Check in Was fast and efficient, flight was smooth, service on board as well. No delays we actually arrived à little ahead of time.
","Reviewed 23 October 2016
",Toronto - Montreal,ui_bubble_rating bubble_40,Domestic,Confortable flight on time
Economy,"
My experience with Air Canada from London to Cuba via Toronto comes out in the boxes as average, but for overall OK experience it scored well.
There was a five hour wait in Toronto each way which was a bore, and you could say the worst aspect of this lengthy trip But that was not Air Canada's fault, it's one...
","Reviewed 23 October 2016
",London - Havana,ui_bubble_rating bubble_40,International,Air Canada took to me Cuba via Toronto
Business Class,"
Upgraded to business so I could catch up on missed sleep. Staff was excellent, check in was smooth (although gate C47 in Vancouver feels more like a cattle gathering place...not enough space for passengers of a bigger plane!).
But the interior of this Airbus 330 leaves room for improvement. The plane interior was not clean, three were stains from food...
","Reviewed 23 October 2016
",Vancouver - Montreal,ui_bubble_rating bubble_30,Domestic,Old Airbus!
Economy,"
We flew into Ottawa from Athens last night and I just have to say that Air Canada has provided a great level of safety in its pilots and technical staff, but my God the service is so poor. It is not the fault of the cabin stewards, but rather the company policy. Cramped seating, lack of meals and a general...
","Reviewed 23 October 2016
",London - Ottawa,ui_bubble_rating bubble_30,International,We didn't die
Economy,"
I got an amazingly cheap deal, especially for a 14hour flight total.
The online checkin was very handy too. Overall, I had no problem.
I would definitely recommend it and consider using the airline again should I go back to Canada.
","Reviewed 23 October 2016
",Sao Paulo - Vancouver,ui_bubble_rating bubble_50,International,Cheap TKT!
Economy,"
Fly with them many many times both local and international and am happy with the Service. Our last flight was on time, good value and comfortable. Staff were friendly and check in easy. Usually fly with carry on and never have an issue with them ....now that I collect aeroplane miles I am more loyal.
","Reviewed 23 October 2016
",Calgary - Halifax,ui_bubble_rating bubble_40,Domestic,On time and comfortable
Economy,"
Our flight from Moncton to Toronto and the flight home from Montreal to Moncton were not too bad. The flight is short and there is ample leg space especially if you get an aisle seat.
However, the flight from Toronto to Las Vegas and from Las Vegas to Montreal was terrible. Super uncomfortable seats. You pretty much have to be...
","Reviewed 23 October 2016
",Moncton - Las Vegas,ui_bubble_rating bubble_30,USA,Moncton to Las Vegas
Economy,"
Arrived on time from Venice, Italy to Toronto. Flight had no movie monitors. Upon arrival went through the usual security checkpoints, Customs, and general bureaucracy but those in charge seemed like they didn't know what they were doing. Airport seemed under construction. Our ""gates"" were relegated to what looked like the basement of a Social Security Administration building with a...
","Reviewed 23 October 2016
",Venice - Cleveland,ui_bubble_rating bubble_10,International,OMG
Economy,"
I was really concerned about the length of this flight and not having a whole lot of leg room but we were quite comfortable. There were plenty of movies and games to keep us occupied. Two meals were served on this fight that were pretty good considering it was flight food :). We departed on time and arrived on schedule....
","Reviewed 23 October 2016
",Vancouver - Tokyo,ui_bubble_rating bubble_40,International,Japan here we come!
Economy,"
Flight was ok little bumpy. I ordered a smoked meat sandwich which the bread seem a little stale and dry. The cheese and crackers was good. Coffee was good on this fight.
Service was not the best. I pointed to the combo meal in the pamphlet. Stewardess missed art of my order, because she was busy talking to the other...
","Reviewed 22 October 2016
",Ottawa - Vancouver,ui_bubble_rating bubble_30,Domestic,"Ottawa to Vancouver October 21, 2016"
Economy,"
Flight was fine, usual service in Economy .
I did not order any food. I avoided coffee.
I don't like the new Zone boarding method. I was Zone 5. Got to my seat, there was no room any the over head bins. I had to put my bag under the seat in front of me. I don't mind this too...
","Reviewed 22 October 2016
",Vancouver - Ottawa,ui_bubble_rating bubble_40,Domestic,"Flight Vancouver to Ottawa October 18, 2016"
Economy,"
Flew with AC from Toronto to Paris. 1st of all kudos to the flying crew, they were amazing, they were proactive they knew the flight is not full so they moved around people that various seats so that everyone could travel in comfort.
Now to what could be better
- I thought their entertainment system were not the best. The...
","Reviewed 22 October 2016
",Toronto - Paris,ui_bubble_rating bubble_20,International,Nice Staff but not a great value
Premium Economy,"
I was flying with a connection flight of 45 minutes in Toronto. The flight arrived on time but we were delayed 30 (!!) minutes in the aircraft due to some technical issues with connecting the aircraft to the airport sleeve. I almost missed my flight due to that and the crew was not helpful at all, my baggage arrived in...
","Reviewed 22 October 2016
",Portland - Tel Aviv,ui_bubble_rating bubble_40,International,Exceptional flight in the economy premium
Economy,"
I just spent six and a half hours sitting in Toronto Airport perusing the many ""I Hate Air Canada"" websites. This airline shows a complete disregard for customers and no sense of accountability -- either personal or procedural - for solving problems. Our initial flight was slightly delayed due to an engine problem at SFO. We arrived at Toronto with...
","Reviewed 22 October 2016
",San Francisco - St. John's,ui_bubble_rating bubble_10,Canada,I Hate Air Canada Too
Economy,"
I had a 40th birthday and anniversary and my wife planned a surprise trip to my home area, Palermo, Sicily, Italy, AND IT WAS THE GREATEST TRIP EVER! Air Canada was a good flight and even better on board personality. The flights were 2 simple jumps - DC Dulles to Toronto & Toronto to Rome. The in-house TV monitors kept...
","Reviewed 22 October 2016
",Toronto - Rome,ui_bubble_rating bubble_50,International,A pleasurable Journey!
Business Class,"
I had the opportunity to use my e-upgrades to fly business class on business from Montreal to Calgary. As per my usual experience with Air Canada business class, this was a good experience with friendly attentive in-flight service and enjoyable drinks, snacks and meal.
Having this additional space in business class, I definitely find I can be more productive working...
","Reviewed 22 October 2016
",Montreal - Calgary,ui_bubble_rating bubble_40,Domestic,Another Pleasant Productive Flight - Air Canada Business Class (e-upgrade)
Economy,"
I bought a ticket to New York from London, traveling air Canada via Toronto. I'm a Russian citizen and I was traveling a lot using other air companies. That's the first time company didn't ask about visa for transit area (I guess it's a common practice, isn't it?!!!) and didn't mention they don't have a transit zone. That's why right...
","Reviewed 22 October 2016
",London - New York City,ui_bubble_rating bubble_10,International,The most horrible ever
Economy,"
It was a good flight. The staff was nice, but not as careful as other companies I flew with. The food was good without any innovation and in the morning the banana bread was a little simpler. Anyways I like flying with air Canada even if In comparison I prefer companies like Air France or Lufthansa.
","Reviewed 22 October 2016
",Toronto - Frankfurt,ui_bubble_rating bubble_40,International,Good flight
Economy,"
Smooth flight from Toronto to St Johns NL , on time take off , great in flight staff, just wish they would go back to giving out those great cookies they use to a few years back ..
","Reviewed 21 October 2016
",Toronto - St. John's,ui_bubble_rating bubble_40,Domestic,"Always good from Pearson , YYZ"
Economy,"
This flight was delayed 2 hours due to weather although another flight left while we were still sitting there and flew to Toronto. When we got to Toronto we missed our connection by 15 minutes, because that flight to Venice left on time. 10 people on our flight that we know of missed it, because they didn't hold it. We...
","Reviewed 21 October 2016
",Windsor - Toronto,ui_bubble_rating bubble_10,Domestic,Absolutely the worst! Never been on a worse airline. avoid!
Economy,"
Hi: The flight was delayed at Pearson for 2 hrs, It was a extra long day specially if you have toddlers, while on the plane, travelling to Punta Cana, we did ask for hot water because one of mine girsl was with a little cough and the hot water never came, I did press the assistance-help button on my seat,...
","Reviewed 21 October 2016
",Toronto - Punta Cana,ui_bubble_rating bubble_10,Caribbean,"Never on time, very poor Customer Service"
Economy,"
Have flown with Air Canada several times and cannot fault their service. Booking has always been simple and quick. Staff have always been more than helpful in the airports and during the flight. Even the food was good!
","Reviewed 21 October 2016
",London - Vancouver,ui_bubble_rating bubble_50,International,No complaints as always
Economy,"
Air Canada continues to be the best airline in North America. Very good customer service and friendly staff. But, as many other airlines, no more meals are provided free during any north american flights, only on international travel.
","Reviewed 21 October 2016
",Montreal - Vancouver,ui_bubble_rating bubble_40,Domestic,Best airline in North America
Economy,"
Have flown with Air Canada several times and while the service is ok they airline is NEVER on time - Not sure why but they always have some excuse.
","Reviewed 21 October 2016
",Philadelphia - Toronto,ui_bubble_rating bubble_30,Canada,Never On Time
Economy,"
Flew to Vancouver and was very disappointed that there was no hot meal served. The whole experience turned me off Air Canada as I paid a hefty price for just a flight there and back, no fills airline I call it as it's all about upgrading and paying 2x the price.
","Reviewed 21 October 2016
",Toronto - Vancouver,ui_bubble_rating bubble_10,Domestic,Grumpy staff and no hot meal
Economy,"
I have travelled a few times with this Airline (Business and Economy). I think Business class is very good and well worth the money. But very dissapointed with Economy class on a few occasions with my family. Never enjoyed the meals in economy and the entertainment system was rubbish, with very few programmes of any interest. If I can avoid...
","Reviewed 21 October 2016
",Toronto - London,ui_bubble_rating bubble_20,International,Air Canada
Business Class,"
This was my first flight in the new International Business Class cabin of AC. The lounge at Heathrow is pleasant and has good choices of food and drink. It is, however, quite a distance from the main concourse and so it is important to do any shopping before heading out for the lounge. We boarded on time and I was...
","Reviewed 21 October 2016
",London - Toronto,ui_bubble_rating bubble_40,International,New International Business very good indeed
Economy,"
Had a nice flight from YWH to YYC that left on time. Great service at check in and on board. Thanks AC!!
","Reviewed 20 October 2016
",Winnipeg - Toronto,ui_bubble_rating bubble_40,Domestic,Early flight on time
Economy,"
I had a great experience at the gate prior to boarding the flight. As my ticket was checked the attendant asked me if I wanted a better seat? I was shocked!!! She took time out with many other behind me to ensure I got an empty seat beside me. Wow!!! Thanks Air Canada. Flight was on time!!
","Reviewed 20 October 2016
",Toronto - Winnipeg,ui_bubble_rating bubble_50,Domestic,Great service at gate
Premium Economy,"
I paid so much for premium economy and the customer service was terrible and biased. The crews are always so grumpy. Ask for water and it didn't came at all. Ask for an extra pillow and it came an hour later. Air Canada has the neves to say they are the best airline in North America. If that is the...
","Reviewed 20 October 2016
",Hong Kong - Vancouver,ui_bubble_rating bubble_10,International,Terrible Terrible Terrible
Economy,"
They have just one flight a day going to Frankfurt. There was an issue with the plane that we were supposed to take, and so our flight was delayed 8 hours, which effectively took away our first day of vacation. We had to change gates 4 times until we were placed in the area for loading. Whether that was the...
","Reviewed 20 October 2016
",Calgary - Frankfurt,ui_bubble_rating bubble_30,International,Average
Economy,"
Overall the flight was okay, staff were excellent but it's dropped in convenience and also the cabin room on rouge gets an F
","Reviewed 20 October 2016
",Bridgetown - Ottawa,ui_bubble_rating bubble_40,International,Dropped a bit
Economy,"
I like this airline! The cabin was immaculate, everything worked at my seat, they have personal device charging stations at every seat, the seats are actually comfortable, and the flight attendants were very personable! I will fly them again!
","Reviewed 20 October 2016
",Toronto - St. John's,ui_bubble_rating bubble_50,Domestic,"On-time, full service airline!"
Business Class,"
Usual all around good service
Fly business class on points always get convenient
Flight flexible a day or two each side of date
","Reviewed 20 October 2016
",Vancouver - Rome,ui_bubble_rating bubble_50,International,Always good
Economy,"
Got exactly what I expected from this flight; decent legroom on a medium/long haul flight and a normal level of service.
Some disappointment that on a flight like this, where you are traveling over a meal time, that they don't offer some kind of free snack (like you would receive on a short, 1 hour flight). If you don't plan...
","Reviewed 20 October 2016
",Ottawa - Vancouver,ui_bubble_rating bubble_30,Domestic,Decent experience on a long flight
Economy,"
I had never flown Air Canada before but had heard really good things so this had settled my anxiety up until the time of departure. After a 5-hour layover in Vancouver was ready to get the 15.5-hour flight over with. In my experience for long overseas flights, airlines more comfortable seats than the smaller less padded seats you would find...
","Reviewed 20 October 2016
",Vancouver - Sydney,ui_bubble_rating bubble_10,Domestic,Painfully uncomfortable and discouraging
Economy,"
Usually not a big fan of air canada.
But this was a decent flight with friendly staff. Drink and snack service ran short and last several rows didnt get any snacks or drinks. Service was a little slow but very friendly.
","Reviewed 19 October 2016
",Montreal - Toronto,ui_bubble_rating bubble_40,Domestic,Not usually a fan of Air Canada
Economy,"
Long story short, avoid traveling though Canada with Air Canada. European citizens watch out you might not be allowed to travel though Canada, but Air Canada will check you in no matter what. Later, they just won't allow you to board the plane. Then if you in a hurry you will end up paying hefty fee for a new ticket....
","Reviewed 19 October 2016
",Los Angeles - Bucharest,ui_bubble_rating bubble_10,International,Paying $2000 thanks to the Air Canada delinquency
Economy,"
The trip was fine, in spite of turbulences, the service curteous, leg room ok. the computer ticketing is tricky for beginners and it took awhile for someone to come and heilp us. The worst part was the lineup at customs, bothe in Paris and Montreal. That is not your fault but sure makes us hesitate and try to plan for...
","Reviewed 19 October 2016
",Montreal - Paris,ui_bubble_rating bubble_40,International,Well worth it!
Premium Economy,"
We've used Air Canada for flights to and within Canada for many years. Most flights, including this one are good, without problems. Staff are invariably friendly and unpretentious (in a good way!), unlike some other airlines. We've had things go wrong, and after writing a letter (yes, posted) to the CEO, things were resolved. Not a great advert. AC ought...
","Reviewed 19 October 2016
",Ottawa - London,ui_bubble_rating bubble_40,International,Air Can- but sometimes- Cant Do
Premium Economy,"
Paid extra for premium seating, unfortunately passenger next to me was very obese
Her extra inches spilled over into my personal space
I felt most uncomfortable, no other seats available on flight
My complaint is post flight conversation with air Canada
Really they could not care less, obviously it is not a subject that's easy to talk about
You have...
","Reviewed 19 October 2016
",London - Vancouver,ui_bubble_rating bubble_20,International,Very uncomfortable seat on long flight
