"","loc_id","name","type","str_no","street","postal_code","ward","phone","building.type","bldgname","Infant","Toddler","Preschooler","Kindergarten","Gradelevel","Total","subsidy","gc_geoid","longitude","latitude","run_date","district"
"519",6599,"Humberside Montessori","Commercial","411","clendenan ave","M6P 2X3",13,"416-762-5509","House","",10,30,76,0,0,116,"No",10923616,-79.47214266,43.66285323,"15-Jun-17","Etobicoke York"
"520",6608,"Holland-Bloorview Kids Rehab. - Play & Learn","Non-Profit","666","eglinton ave w","M5N 1B9",21,"416-782-1105","Purpose Built","",0,15,31,0,0,46,"Yes",14015125,-79.42059061,43.70240304,"15-Jun-17","Toronto East York"
"521",6616,"Rosedale Moore Park Association/Mooredale Preschool - Coach House","Non-Profit","146","crescent rd","M4W 1V2",27,"416-922-3714x113","Community/Recreation Centre","Mooredale House",0,0,38,23,0,61,"No",788943,-79.38045134,43.67883547,"15-Jun-17","Toronto East York"
"522",6620,"Shaawnong Aboriginal Head Start","Non-Profit","935","dundas st e","M4M 1R4",30,"416-969-8510","Public Elementary School","First Nations Public School",0,0,16,0,0,16,"No",7576813,-79.34868956,43.66208633,"15-Jun-17","Toronto East York"
"523",6624,"Kids Club (Day Care Connection)","Non-Profit","780","kingston rd","M4E 1R7",32,"416-693-6596","Catholic Elementary School","St. John Catholic School",0,0,0,26,83,109,"Yes",829026,-79.29456868,43.68022438,"15-Jun-17","Toronto East York"
"524",6628,"North Yonge Infant Nursery","Commercial","27","melrose ave","M5M 1Y6",16,"416-481-8900","House","",5,15,0,0,0,20,"No",7777170,-79.40504465,43.73257806,"15-Jun-17","North York"
"525",6630,"North Yonge Preschool","Commercial","25","melrose ave","M5M 1Y6",16,"416-481-8900","House","",0,0,16,0,0,16,"No",14208227,-79.40497198,43.73255926,"15-Jun-17","North York"
"526",6632,"A Place To Play Nursery School Of Bloor West Village","Non-Profit","680","annette st","M6S 2C8",13,"416-767-6650","Place of Worship","Runnymede Presbyterian",0,0,16,0,0,16,"No",7985487,-79.48501758,43.65934668,"15-Jun-17","Etobicoke York"
"527",6636,"Beaches Co-Operative Playschool Inc.","Non-Profit","975","kingston rd","M4E 1T1",32,"416-690-9935","Place of Worship","Kingston Road United Church",0,0,24,0,0,24,"No",14120967,-79.28656966,43.68022177,"15-Jun-17","Toronto East York"
"528",6638,"Miles Nadal Community Centre Nursery School","Non-Profit","750","spadina ave","M5S 2J2",20,"416-924-6211x119","Community/Recreation Centre","Miles Nadal Jewish Community Centre",0,45,56,0,0,101,"No",8418224,-79.4040655,43.66621517,"15-Jun-17","Toronto East York"
"529",6640,"Bloor West Nursery School","Non-Profit","432","runnymede rd","M6S 2Y8",13,"416-767-6729","Place of Worship","Runnymede United Church",0,0,16,0,0,16,"No",20092173,-79.47921439,43.65681015,"15-Jun-17","Etobicoke York"
"530",6646,"Children's Garden Nursery School","Commercial","1847","bayview ave","M4G 3E4",26,"416-488-4298","Place of Worship","St. Augustine Of Canterbury",0,0,32,16,0,48,"No",17599,-79.37720937,43.71416924,"15-Jun-17","North York"
"531",6648,"Community Centre 55 - Children Services (97 Main Street)","Non-Profit","97","main st","M4E 2V6",32,"416-691-1113","Community/Recreation Centre","Community Centre 55",0,0,34,0,50,84,"No",836457,-79.29913405,43.68210173,"15-Jun-17","Toronto East York"
"532",6652,"Dover Gardens Nursery School","Non-Profit","228","bartlett ave","M6H 3G4",18,"416-533-7337","Public Elementary School","Dovercourt Public School",0,0,16,0,0,16,"No",6619920,-79.43578221,43.66674419,"15-Jun-17","Toronto East York"
"533",6658,"Fairlawn Preschool","Commercial","28","fairlawn ave","M5M 1S7",16,"416-483-8793","Place of Worship","Fairlawn Avenue United Church",0,0,32,0,0,32,"No",7777140,-79.40493465,43.73099782,"15-Jun-17","North York"
"534",6660,"Forest Hill Montessori School - Saranac Site","Commercial","3180","bathurst st","M6A 2A9",15,"416-781-1559","Place of Worship","Forest Hill Montessori School",0,20,94,0,0,114,"No",11342955,-79.43141951,43.7226267,"15-Jun-17","North York"
"535",6668,"Kodomoen Child Care Centre (Op: Jace)","Non-Profit","630","spadina ave","M5S 2H4",20,"416-599-2426","Place of Worship","Knox Presbyterian Church",0,0,16,0,0,16,"No",870141,-79.40239348,43.66254922,"15-Jun-17","Toronto East York"
"536",6674,"Leroux Froebel Bilingual School","Commercial","72","main st","M4E 2V7",32,"416-698-1923","Place of Worship","Calvary Baptist Church",0,15,33,20,30,98,"No",836442,-79.29936027,43.6810698,"15-Jun-17","Toronto East York"
"537",6676,"Little Tots' Manor","Commercial","211","belsize dr","M4S 1M3",22,"416-485-5515","House","",10,37,28,0,0,75,"No",770528,-79.38681064,43.70250247,"15-Jun-17","Toronto East York"
"538",6680,"Manor Road Co-Operative Nursery School","Non-Profit","111","manor rd e","M4S 1R4",22,"416-489-9554","Place of Worship","The Church Of The Transfiguration",0,0,24,0,0,24,"No",7359688,-79.39125734,43.70328529,"15-Jun-17","Toronto East York"
"539",6682,"McMurrich Co-Op Play School","Non-Profit","115","winona dr","M6G 3S8",21,"416-653-7557","Public Elementary School","McMurrich Public School",0,0,16,0,0,16,"No",6620127,-79.43106521,43.67808496,"15-Jun-17","Toronto East York"
"540",6686,"Montessori For Children - St. Clair","Non-Profit","25","alvin ave","M4T 2A7",22,"416-927-1958","House","Montessori For Children",0,0,48,0,0,48,"No",762588,-79.39267537,43.68931634,"15-Jun-17","Toronto East York"
"541",6690,"Sisters Of Our Lady Of Mount Carmel","Non-Profit","2700","jane st","M3L 1S4",7,"416-749-5545","Other","",10,15,48,15,15,103,"No",10092807,-79.51437124,43.74155675,"15-Jun-17","Etobicoke York"
"542",6692,"My School Co-Op Nursery School","Non-Profit","116","fermanagh ave","M6R 1M2",14,"416-516-2397","Catholic Elementary School","St. Vincent De Paul",0,0,16,0,0,16,"No",804845,-79.44792627,43.64683784,"15-Jun-17","Toronto East York"
"543",6697,"Oriole Nursery School","Non-Profit","1570","yonge st","M4T 1Z8",22,"416-960-1293","Place of Worship","Christ Church Deer Park",0,0,32,0,0,32,"No",7274022,-79.39581335,43.69027983,"15-Jun-17","Toronto East York"
"544",6703,"Sadochok Preschool Centre","Non-Profit","35","west deane park dr","M9B 2R5",3,"416-626-7195","Catholic Elementary School","Joseph Cardinal Slipyj Catholic School",0,0,32,0,0,32,"No",1043008,-79.5660287,43.65948377,"15-Jun-17","Etobicoke York"
"545",6705,"The Scott Mission Child Care Centre","Non-Profit","1550","o connor dr","M4B 2V3",31,"416-923-8872x510","Purpose Built","The Scott Mission",10,15,16,0,0,41,"Yes",8609161,-79.30646756,43.71438818,"15-Jun-17","Toronto East York"
"546",6709,"St. Alban's Boys And Girls Club Preschool","Non-Profit","843","palmerston ave","M6G 2R8",20,"416-534-8461","Community/Recreation Centre","St Alban's Boys And Girls Club",0,25,43,0,0,68,"Yes",2439716,-79.41568249,43.67141857,"15-Jun-17","Toronto East York"
"547",6711,"St. Clement's Early Learning School","Commercial","70","st clements ave","M4R 1H2",16,"416-489-0822","Place of Worship","St. Clement's Anglican Church",0,0,55,0,0,55,"No",30010979,-79.40196315,43.71263384,"15-Jun-17","North York"
"548",6713,"Stepping Stones Day Nursery","Commercial","342","runnymede rd","M6S 2Y6",13,"416-769-9719","House","",0,15,24,0,0,39,"No",7963473,-79.47788242,43.6542418,"15-Jun-17","Etobicoke York"
"549",6715,"Creative Preschool Of East Toronto","Non-Profit","16","phin ave","M4J 3T2",30,"416-465-3865","Public High School","Eastern Commerce Collegiate Institute",0,0,44,0,0,44,"No",853872,-79.33663928,43.67914883,"15-Jun-17","Toronto East York"
"550",6717,"The McLoughlin Schools Inc. (Pre-School)","Non-Profit","80","roxborough st w","M5R 1T8",27,"416-968-6163","House","",0,0,34,0,0,34,"No",10258487,-79.39380375,43.67767425,"15-Jun-17","Toronto East York"
"551",6719,"Ranleigh Rascals","Non-Profit","81","ranleigh ave","M4N 1X2",25,"416-487-2373","Public Elementary School","Bedford Park Public School",0,0,16,60,110,186,"Yes",7792874,-79.40002762,43.7278547,"15-Jun-17","North York"
"552",6723,"Time For Play Nursery School","Non-Profit","125","evelyn cres","M6P 3E3",13,"416-769-1550","Public High School","Western Technical Commercial High School",0,0,16,0,0,16,"No",7986677,-79.47458478,43.65710007,"15-Jun-17","Etobicoke York"
"553",6731,"Ukrainian Co-Op Nursery School","Non-Profit","516","the kingsway","M9A 3W6",4,"416-763-2922","Place of Worship","St. Paul's",0,15,20,0,0,35,"No",1036939,-79.5481943,43.67358498,"15-Jun-17","Etobicoke York"
"554",6744,"Toronto Hebrew Congregation/Holy Blossom Temple Preschool","Non-Profit","1950","bathurst st","M5P 3K9",21,"416-789-3291","Synagogue","Holy Blossom Temple",0,30,48,0,0,78,"No",8855434,-79.42526347,43.69828582,"15-Jun-17","Toronto East York"
"555",6746,"Humbercrest Co-Operative Nursery School","Non-Profit","569","jane st","M6S 4A3",13,"416-763-7309","Public High School","Runnymede Collegiate",0,0,14,0,0,14,"No",64159,-79.48981465,43.66354085,"15-Jun-17","Etobicoke York"
"556",6752,"St. Bernadette's Family Resource Centre","Non-Profit","20","bansley ave","M6E 2A2",15,"416-397-6300","Catholic Elementary School","D'Arcy McGee",0,10,32,0,23,65,"Yes",51593,-79.44291484,43.69226421,"15-Jun-17","North York"
"557",6777,"Huron Play School","Non-Profit","383","huron st","M5S 2G5",20,"416-977-1109","Place of Worship","St. Thomas Anglican Church",0,0,16,0,0,16,"No",823556,-79.40074518,43.66592573,"15-Jun-17","Toronto East York"
"558",6789,"Banting And Best Schoolage Satellite","Non-Profit","255","alton towers cir","M1V 4E7",41,"416-291-6163","Catholic Elementary School","Prince Of Peace Catholic School",0,0,0,0,28,28,"No",7554003,-79.27894753,43.82539768,"15-Jun-17","Scarborough"
"559",6809,"Yes I Can Nursery School","Non-Profit","25","old york mills rd","M2P 1B5",25,"416-486-4911","Place of Worship","",0,0,24,0,0,24,"Yes",2594838,-79.40431565,43.74341254,"15-Jun-17","North York"
"560",6860,"Gibraltar Point Day Nursery Inc.","Non-Profit","30","centre island pk","M5J 2E9",28,"416-393-1907","Public Elementary School","Island Public & Natural Science School",0,0,16,0,0,16,"Yes",14258202,-79.37839136,43.61570885,"15-Jun-17","Toronto East York"
"561",6899,"Mooredale Preschool - Main House","Non-Profit","146","crescent rd","M4W 1V2",27,"416-922-3714x113","Community/Recreation Centre","Mooredale House",0,15,16,0,0,31,"No",788943,-79.38045134,43.67883547,"15-Jun-17","Toronto East York"
"562",6953,"Rene Gordon School Age Ymca","Non-Profit","20","karen rd","M3A 3L6",34,"416-492-3364","Public Elementary School","Rene Gordon Public School",0,0,0,26,30,56,"Yes",532360,-79.34038151,43.7616437,"15-Jun-17","North York"
"563",7055,"York Mills Child Care Centre","Commercial","1200","york mills rd","M3A 1X8",34,"416-449-9453","High Rise Apartment","",10,20,40,0,0,70,"Yes",20231832,-79.33501531,43.75965862,"15-Jun-17","North York"
"564",7102,"Kids Love Day Care","Commercial","38","payzac ave","M1E 2W7",43,"416-281-9208","Purpose Built","",5,10,24,0,0,39,"Yes",371545,-79.19734166,43.75799121,"15-Jun-17","Scarborough"
"565",7106,"Epic School","Non-Profit","111","manor rd e","M4S 1R4",22,"416-489-0132","Place of Worship","The Church Of The Transfiguration",0,0,45,0,0,45,"No",7359688,-79.39125734,43.70328529,"15-Jun-17","Toronto East York"
"566",7108,"Phoenix Montessori School","Commercial","170","evans ave","M8Z 1J7",6,"416-695-1212","Public School (Closed)","The Phoenix Montessori School",0,15,8,52,0,75,"No",7439142,-79.51257191,43.61863395,"15-Jun-17","Etobicoke York"
"567",7111,"Bowmore Child Enrichment Centre (Op: Earl Haig) (80 Bowmore Road)","Non-Profit","80","bowmore rd","M4L 3J2",32,"416-465-6678","Public Elementary School","Bowmore Public School",0,0,37,52,0,89,"Yes",6361762,-79.31449172,43.67606366,"15-Jun-17","Toronto East York"
"568",7181,"Kids Kingdom Nursery School","Commercial","225","gosford blvd","M3N 2Z5",8,"416-663-2323","Purpose Built","",20,30,40,0,0,90,"Yes",20345352,-79.52277148,43.76976124,"15-Jun-17","North York"
"569",7230,"Hillside Montessori School","Commercial","76","anglesey blvd","M9A 3C1",4,"416-695-3466","Place of Worship","Humber Valley United Church",0,0,24,0,0,24,"No",9311721,-79.52899029,43.66514579,"15-Jun-17","Etobicoke York"
"570",7236,"Ikebata Nursery School","Commercial","6","garamond crt","M3C 1Z5",26,"416-510-1441","Community/Recreation Centre","Japanese Cultural Centre",0,25,44,0,0,69,"No",10180045,-79.33407036,43.72597268,"15-Jun-17","North York"
"571",7382,"Centennial Infant And Child Centre","Non-Profit","1580","yonge st","M4T 1Z8",22,"416-935-0200","Purpose Built","",0,0,32,0,0,32,"Yes",7274023,-79.39547766,43.69057361,"15-Jun-17","Toronto East York"
"572",7491,"Learning Garden Childcare","Commercial","69","six point rd","M8Z 2X3",5,"416-231-8998","Commercial Building","Commercial Retrofit - Single Unit",0,10,46,0,0,56,"No",7791984,-79.52403798,43.63591866,"15-Jun-17","Etobicoke York"
"573",7505,"The Rec Room Before & After School Program","Commercial","255","royal york rd","M8V 2V8",6,"416-253-8553","Coomunity/Recreation Centre","Mimico Adult Centre",0,0,72,0,108,180,"No",7890983,-79.49677699,43.61270075,"15-Jun-17","Etobicoke York"
"574",7528,"My Little School","Commercial","1492","victoria park ave","M4A 2M6",34,"416-755-0305","Other","",10,15,24,0,20,69,"Yes",571955,-79.30263788,43.72370488,"15-Jun-17","North York"
"575",7549,"Plasp - St. Pius X Catholic School","Non-Profit","71","jane st","M6S 3Y3",13,"905-890-1711","Catholic Elementary School","St. Pius X",0,0,0,39,60,99,"Yes",825426,-79.4847166,43.6512858,"15-Jun-17","Etobicoke York"
"576",7561,"One Step At A Time Child Care Ltd.","Commercial","21","quebec ave","M6P 2T3",13,"416-767-1897","House","",0,15,19,0,0,34,"No",7994420,-79.4668385,43.653732,"15-Jun-17","Etobicoke York"
"577",7652,"Friendly Little Campus Daycare 2","Commercial","63","orchard park dr","M1E 3T8",44,"416-282-5556","Purpose Built","",20,30,32,0,0,82,"Yes",369393,-79.18071134,43.77519651,"15-Jun-17","Scarborough"
"578",7685,"Cedarvale B & A School Program","Non-Profit","145","ava rd","M6C 1W4",21,"416-658-1874","Public Elementary School","Cedarvale Community School",0,0,0,0,24,24,"Yes",51217,-79.43033081,43.69613887,"15-Jun-17","Toronto East York"
"579",7689,"Rawlinson B & A School Program","Non-Profit","231","glenholme ave","M6E 3C7",17,"647-207-3037","Public Elementary School","Rawlinson Community School",0,0,0,100,75,175,"Yes",60867,-79.44004667,43.68398565,"15-Jun-17","Etobicoke York"
"580",7691,"H.J. Alexander B & A School Program","Non-Profit","30","king st","M9N 1K9",11,"416-769-2328","Public Elementary School","H.J. Alexander Community School",0,0,0,0,30,30,"Yes",7074422,-79.52054755,43.70250241,"15-Jun-17","Etobicoke York"
"581",7693,"King George B & A School Program","Non-Profit","25","rexford rd","M6S 2M2",13,"416-743-0140","Public Elementary School","King George Junior Public School",0,0,0,26,60,86,"Yes",71098,-79.48689002,43.66317127,"15-Jun-17","Etobicoke York"
"582",7694,"Lambton Park B & A School","Non-Profit","50","bernice cres","M6N 1W9",11,"416-769-1174","Public Elementary School","Lambton Park Community School",0,0,0,0,30,30,"Yes",52404,-79.49831076,43.66758456,"15-Jun-17","Etobicoke York"
"583",7695,"Portage Trail B & A School Program","Non-Profit","100","sidney belsey cres","M6M 5H6",11,"416-241-5534","Public Elementary School","Portage Trail Junior School",0,0,0,0,30,30,"Yes",14171495,-79.50976689,43.69229619,"15-Jun-17","Etobicoke York"
"584",7699,"Weston Memorial B & A School Program","Non-Profit","200","john st","M9N 1K2",11,"416-658-9244","Public Elementary School","Weston Memorial Junior Public School",0,0,0,20,49,69,"Yes",64616,-79.50933321,43.70598674,"15-Jun-17","Etobicoke York"
"585",7708,"Garderie La Farandole - Pierre Elliott Trudeau","Non-Profit","77","grace st","M6J 2S4",19,"416-603-6062","Public Elementary School (French)","Ecole Elementaire Pierre Elliott Trudeau",0,10,24,30,75,139,"Yes",7571375,-79.41454735,43.65307618,"15-Jun-17","Toronto East York"
"586",7710,"Blake Street Satellite Early Learning & Child Care Centre","City-Operated","21","boultbee ave","M4J 1A7",30,"416-392-5055","Public Elementary School","Blake Public School",0,0,0,40,30,70,"Yes",774626,-79.33847947,43.67181496,"15-Jun-17","Toronto East York"
"587",7712,"Scarborough Citadel Child Care","Non-Profit","2021","lawrence ave e","M1R 2Z2",37,"416-759-5340","Church","Salvation Army Scarborough Citadel Corp.",10,15,16,0,15,56,"Yes",11063332,-79.29501322,43.74505637,"15-Jun-17","Scarborough"
"588",7714,"Antrim Child Care","Commercial","4A","antrim cres","M1P 4Y8",40,"416-292-7890","High Rise Apartment","",0,0,16,0,0,16,"No",1367198,-79.28426378,43.77170066,"15-Jun-17","Scarborough"
"589",7766,"Maplewood Before And After School Care","Non-Profit","15","cherrywood ave","M6C 2X4",21,"647-281-1924","Public Elementary School","Humewood Community School",0,0,0,0,60,60,"Yes",55237,-79.4280237,43.68664368,"15-Jun-17","Toronto East York"
"590",7818,"Ascot Avenue Community Day Care","Non-Profit","95","regal rd","M6H 2J6",17,"416-653-7760","Public Elementary School","Regal Road Public School",0,0,0,70,60,130,"Yes",9270479,-79.44006654,43.67378375,"15-Jun-17","Etobicoke York"
"591",7939,"Plasp Holy Angels Catholic School","Non-Profit","65","jutland rd","M8Z 2G6",5,"905-890-1711","Catholic Elementary School","Holy Angels Catholic School",0,0,0,26,45,71,"Yes",7667021,-79.51766053,43.62841783,"15-Jun-17","Etobicoke York"
"592",7953,"Ridley Orchard School","Commercial","100","old orchard grove","M5M 2E2",16,"416-482-3272","Place of Worship","St. Timothy Anglican Church",0,10,44,0,0,54,"No",13972029,-79.4091618,43.73433856,"15-Jun-17","North York"
"593",7978,"Future Stars Child Care Centre","Commercial","3895","lawrence ave e","M1G 3T3",43,"416-431-3898","High Rise Apartment","",0,0,24,0,28,52,"Yes",7423573,-79.2079803,43.76313647,"15-Jun-17","Scarborough"
"594",7981,"Petite Maison Montessori","Commercial","126","o connor dr","M4K 2K7",29,"416-429-0507","Place of Worship","Don Mills United Church",0,0,48,10,0,58,"No",30420,-79.35073934,43.69347133,"15-Jun-17","Toronto East York"
"595",7987,"Broadlands School Age Program Ymca","Non-Profit","106","broadlands blvd","M3A 1J7",34,"416-229-6324","Public Elementary School","Broadlands Public School",0,0,0,26,45,71,"Yes",492477,-79.31663102,43.74591128,"15-Jun-17","North York"
"596",8162,"Growing Tykes Learning Centre (4105 Lawrence Avenue East)","Non-Profit","4105","lawrence ave e","M1E 2S2",43,"416-438-5989","Purpose Built","Growing Tykes Learning Centre",30,40,72,0,0,142,"Yes",8104824,-79.19506272,43.76621021,"15-Jun-17","Scarborough"
"597",8163,"Parkdale Early Learning Centre - CDI - 119 Close Ave.","Non-Profit","119","close ave","M6K 2V2",14,"416-535-6116","House","",10,15,24,0,0,49,"Yes",784390,-79.43431002,43.63710271,"15-Jun-17","Toronto East York"
"598",8168,"St. Robert School Age Ymca","Non-Profit","70","bainbridge ave","M3H 2K2",10,"416-229-6324","Catholic Elementary School","St. Robert Catholic School",0,0,0,26,30,56,"Yes",485543,-79.44414844,43.74966613,"15-Jun-17","North York"
"599",8169,"Carousel Child Care Development Centre","Commercial","623","finch ave w","M2R 3V4",10,"416-636-0614","High Rise Apartment","",0,14,32,0,0,46,"Yes",10313426,-79.45390216,43.77091689,"15-Jun-17","North York"
"600",8197,"Toronto French Montessori School","Commercial","53","cummer ave","M2M 2E5",24,"416-250-9952","Place of Worship","Newton Brook United Church",0,0,25,0,0,25,"No",7323935,-79.41497101,43.78715275,"15-Jun-17","North York"
"601",8198,"Play And Grow Child Care Centre","Non-Profit","227","drewry ave","M2M 1E3",23,"416-395-5098","Public Elementary School","R J Lang Public School",0,0,0,26,30,56,"Yes",7274066,-79.42651373,43.78349398,"15-Jun-17","North York"
"602",8200,"Avalon Children's Montessori School","Commercial","31","wood glen rd","M1N 2V8",36,"416-690-7744","Place of Worship","Fallingbrook Presbyterian Church",0,0,31,0,0,31,"No",14120505,-79.27550398,43.68405078,"15-Jun-17","Scarborough"
"603",8205,"Montessori Jewish Day School Of Toronto","Non-Profit","55","yeomans rd","M3H 3J7",10,"416-784-5071","Synagogue","Beth David Synagogue",0,15,38,22,0,75,"No",7994686,-79.43984309,43.74925946,"15-Jun-17","North York"
"604",8258,"Apple Day Care Centre","Commercial","3434","eglinton ave e","M1J 2J1",36,"416-264-3158","High Rise Apartment","",6,10,24,0,15,55,"Yes",330832,-79.21121678,43.74562161,"15-Jun-17","Scarborough"
"605",8477,"Birchmount Bluffs Neighbourhood Centre","Non-Profit","93","birchmount rd","M1N 3J7",36,"416-396-4310","Purpose Built","Birchmount Bluffs Neighbourhood Centre",0,0,16,0,0,16,"No",5504478,-79.26311121,43.69563261,"15-Jun-17","Scarborough"
"606",8570,"Kids Zone Daycare Inc.","Commercial","123","glendale ave","M6R 2T3",14,"416-534-1758","House","",0,15,36,0,0,51,"No",812220,-79.45080379,43.64255695,"15-Jun-17","Toronto East York"
"607",8703,"St. Bartholomew's Children's Centre, Regent Park Inc.","Non-Profit","509","dundas st e","M5A 3V3",28,"416-368-6375","Place of Worship","St. Bartholomew's Anglican Church",0,0,0,0,30,30,"Yes",6523120,-79.36390099,43.65971295,"15-Jun-17","Toronto East York"
"608",8743,"Muppets Children's Centre 316","Commercial","316","main st","M4C 4X7",31,"416-690-8668","House","",6,20,0,0,0,26,"Yes",8232329,-79.30240925,43.68874501,"15-Jun-17","Toronto East York"
"609",8823,"Grace Christian School - Day Nursery","Non-Profit","201","tempo ave","M2H 2R9",24,"416-502-1540","Place of Worship","",10,20,56,20,0,106,"Yes",11484452,-79.33977045,43.80529906,"15-Jun-17","North York"
"610",8826,"Plasp Islington Junior Middle School","Non-Profit","44","cordova ave","M9A 2H5",5,"905-890-1711","Public Elementary School","Islington Junior Middle School",0,0,0,26,30,56,"Yes",994430,-79.52794997,43.6474914,"15-Jun-17","Etobicoke York"
"611",8827,"Plasp - St. Elizabeth Catholic School","Non-Profit","5","redcar ave","M9B 1J8",5,"905-890-1711","Catholic Elementary School","St. Elizabeth Catholic School",0,0,0,0,30,30,"No",8067837,-79.55745999,43.63495127,"15-Jun-17","Etobicoke York"
"612",8839,"Josyf Cardinal Slipyj B & After School Care","Non-Profit","35","west deane park dr","M9B 2R5",3,"416-760-2550","Catholic Elementary School","Josyf Cardinal Slipyj Catholic School",0,0,0,0,28,28,"No",1043008,-79.5660287,43.65948377,"15-Jun-17","Etobicoke York"
"613",8905,"Rhyme & Reason Day Care","Commercial","474","browns line","M8W 3T9",6,"416-255-3008","Purpose Built","Child Care Centre - Single Unit",0,10,31,0,30,71,"No",3326936,-79.54611324,43.60266203,"15-Jun-17","Etobicoke York"
"614",8929,"N.Y.A.D. Midland","Non-Profit","720","midland ave","M1K 4C9",35,"416-264-8050","Public High School","Scarborough Centre For Alternative Studies",16,20,24,0,0,60,"Yes",363296,-79.25669186,43.72810967,"15-Jun-17","Scarborough"
"615",8930,"Kids' Ville Nursery School","Commercial","31","st dennis dr","M3C 1G7",26,"416-421-1993","High Rise Apartment","",10,15,16,20,0,61,"Yes",564406,-79.32958503,43.71857219,"15-Jun-17","North York"
"616",9001,"Forest Grove Montessori Preschool","Commercial","43","forest grove dr","M2K 1Z4",24,"416-225-1666","Place of Worship","Forest Grove United Church",0,0,37,0,0,37,"No",517347,-79.3792651,43.77939797,"15-Jun-17","North York"
"617",9017,"Northwest Childhood Learning Centre","Commercial","2978","islington ave","M9L 2K6",7,"416-740-2888","Other","",0,15,16,0,0,31,"Yes",8492510,-79.5712193,43.75865407,"15-Jun-17","Etobicoke York"
"618",9240,"Finch Business Park Child Care","Commercial","1183A","finch ave w","M3J 2G3",8,"416-739-1478","Other","",20,30,48,0,0,98,"Yes",11272533,-79.48316222,43.76498528,"15-Jun-17","North York"
"619",9294,"Le Petit Chaperon Rouge - Coxwell","Non-Profit","419","coxwell ave","M4L 3B9",32,"416-463-3955","Low Rise Apartment","",6,15,48,0,0,69,"Yes",10557756,-79.32051616,43.67725481,"15-Jun-17","Toronto East York"
"620",9320,"Plasp St. Cecilia Catholic School","Non-Profit","355","annette st","M6P 1R3",13,"905-890-1711","Catholic Elementary School","St. Cecilia Catholic School",0,0,0,40,75,115,"Yes",7987740,-79.47452931,43.66110836,"15-Jun-17","Etobicoke York"
"621",9330,"Garderie Mon Petit Jardin","Non-Profit","500","sandhurst cir","M1S 3Y7",41,"416-397-6982","Catholic Elementary School(French)","Ecole St. Jean De Lalande",6,10,16,13,30,75,"Yes",382095,-79.26409148,43.80475864,"15-Jun-17","Scarborough"
"622",9373,"Head Start Montessori","Commercial","2235","sheppard ave e","M2J 5B5",33,"416-756-7300","Place of Worship","Garden Church",10,30,24,0,0,64,"No",11484425,-79.32785296,43.77272465,"15-Jun-17","North York"
"623",9433,"Yorktown Montessori School","Commercial","349","kenneth ave","M2N 4V9",23,"416-226-6932","Place of Worship","Willowdale United Church",0,0,31,0,0,31,"No",12510406,-79.40982546,43.77579691,"15-Jun-17","North York"
"624",9444,"North Toronto Early Years Learning Centre-Bedford","Commercial","11","bedford park ave","M5M 1H8",16,"416-544-0133","Place of Worship","North Toronto Early Years Learning Centre",0,10,32,20,38,100,"No",7762988,-79.40351645,43.72711199,"15-Jun-17","North York"
"625",9456,"Wilmington Best Schoolage Satellite Centre","Non-Profit","285","wilmington ave","M3H 5K8",10,"416-633-2665","Public Elementary School","Charles H. Best East Public School",0,0,0,0,30,30,"Yes",575920,-79.4586335,43.76745385,"15-Jun-17","North York"
"626",9457,"Gradale Academy (Michelle Gradish)","Commercial","159","roxborough dr","M4W 1X7",27,"416-923-9009","Place of Worship","Rosedale United Church",0,0,32,0,0,32,"No",7963296,-79.37235301,43.68413417,"15-Jun-17","Toronto East York"
"627",9462,"St. Vincent Sunshine","Non-Profit","116","fermanagh ave","M6R 1M2",14,"416-532-0428","Catholic Elementary School","St. Vincent De Paul",0,0,0,20,30,50,"No",804845,-79.44792627,43.64683784,"15-Jun-17","Toronto East York"
"628",9465,"Mackie Sunshine Childcare Inc. - St. Denis Sunshine","Non-Profit","67","balsam ave","M4E 3B8",32,"416-434-9146","Catholic Elementary School","St. Denis Catholic School (Jr)",0,0,0,0,30,30,"No",10431199,-79.28991082,43.67300693,"15-Jun-17","Toronto East York"
"629",9466,"Highland Creek Montessori Pre-School","Commercial","226","morrish rd","M1C 1E8",44,"416-286-9351","Other","",0,0,24,0,0,24,"No",9544329,-79.17138274,43.78423037,"15-Jun-17","Scarborough"
"630",9467,"The Village Shul Tots Together","Non-Profit","1072","eglinton ave w","M6C 2E2",21,"416-785-1107","Place of Worship","The Village Shul",0,25,18,0,0,43,"No",8608458,-79.43143779,43.69999512,"15-Jun-17","Toronto East York"
"631",9470,"Norseman Jr Ymca","Non-Profit","80","lothian ave","M8Z 4K5",5,"416-917-8900","City owned Community/Recreation Centre","Fairfield Senior Centre",0,0,16,0,0,16,"Yes",7808024,-79.5193118,43.63967803,"15-Jun-17","Etobicoke York"
"632",9471,"Norseman School Age Program (Ymca)","Non-Profit","105","norseman st","M8Z 2R1",5,"416-917-8900","Public Elementary School","Norseman Public School",0,0,0,78,120,198,"Yes",7794390,-79.51632975,43.63430526,"15-Jun-17","Etobicoke York"
"633",9536,"Pineway Child Care Learning Center","Non-Profit","110","pineway blvd","M2H 1A8",24,"416-225-7156","Public Elementary School","Pineway Public School",0,15,48,13,30,106,"Yes",551399,-79.37472553,43.7957696,"15-Jun-17","North York"
